time (sec),Ca(mol/kgw),Mg(mol/kgw),Na(mol/kgw),Sr(mol/kgw),Cl(mol/kgw),S(6)(mol/kgw),Fe(mol/kgw)
334.1,0.20193195312240791,0.15493496698370224,0.9534538583174474,0.0016677861608466698,1.1255780743678536,0.26328257337955674,4.025598053284446e-05
334.9,0.2019319534132869,0.15493496720688293,0.9534538596908787,0.001667786163249084,1.1255780759892262,0.26328257375881,4.025598059083234e-05
335.7,0.20193195368216937,0.1549349674131864,0.9534538609604497,0.0016677861654698252,1.1255780774879893,0.26328257410938394,4.025598064443522e-05
336.6,0.20193195393070254,0.15493496760387684,0.9534538621339388,0.0016677861675224977,1.125578078873325,0.2632825744334262,4.02559806939813e-05
337.4,0.20193195416041199,0.15493496778012442,0.9534538632185484,0.0016677861694197023,1.1255780801537363,0.26328257473292555,4.02559807397748e-05
338.2,0.2019319543727098,0.15493496794301265,0.9534538642209461,0.0016677861711730994,1.1255780813370937,0.2632825750097232,4.0255980782097275e-05
339.0,0.20193195456890314,0.15493496809354465,0.9534538651473047,0.0016677861727934886,1.1255780824306854,0.26328257526552373,4.0255980821209305e-05
339.8,0.20193195475020245,0.15493496823264905,0.9534538660033379,0.001667786174290869,1.125578083441256,0.2632825755019052,4.025598085735202e-05
340.6,0.20193195491772792,0.154934968361185,0.9534538667943361,0.0016677861756744874,1.125578084375051,0.26328257572032776,4.0255980890748935e-05
341.4,0.2019319550725159,0.15493496847994828,0.9534538675251929,0.001667786176952905,1.1255780852378474,0.2632825759221436,4.025598092160653e-05
342.3,0.2019319552155264,0.15493496858967504,0.9534538682004401,0.001667786178134053,1.1255780860349947,0.26328257610860334,4.025598095011639e-05
343.1,0.20193195534764716,0.15493496869104653,0.9534538688242696,0.0016677861792252582,1.1255780867714424,0.26328257628086493,4.0255980976455266e-05
343.9,0.20193195546970003,0.1549349687846931,0.9534538694005614,0.0016677861802333097,1.1255780874517707,0.26328257643999947,4.0255981000786985e-05
344.7,0.20193195558244514,0.15493496887119823,0.9534538699329052,0.0016677861811644908,1.1255780880802175,0.2632825765869989,4.02559810232632e-05
345.5,0.20193195568658598,0.15493496895110168,0.9534538704246219,0.0016677861820246077,1.1255780886607027,0.26328257672277966,4.025598104402413e-05
346.3,0.20193195578277323,0.15493496902490272,0.9534538708787857,0.0016677861828190326,1.1255780891968554,0.2632825768481901,4.025598106319941e-05
347.1,0.20193195587160936,0.15493496909306317,0.9534538712982388,0.00166778618355274,1.1255780896920315,0.26328257696401636,4.0255981080909356e-05
348.0,0.2019319559536508,0.1549349691560106,0.9534538716856105,0.0016677861842303312,1.1255780901493344,0.26328257707098357,4.025598109726459e-05
348.8,0.2019319560294127,0.15493496921414004,0.9534538720433327,0.0016677861848560596,1.1255780905716348,0.2632825771697636,4.025598111236794e-05
349.6,0.2019319560993718,0.15493496926781705,0.9534538723736559,0.0016677861854338628,1.1255780909615898,0.2632825772609777,4.025598112631467e-05
350.4,0.20193195616396872,0.15493496931737993,0.9534538726786601,0.0016677861859673768,1.125578091321656,0.26328257734520005,4.02559811391923e-05
351.2,0.20193195622361068,0.154934969363141,0.9534538729602693,0.001667786186459968,1.125578091654103,0.26328257742296246,4.025598115108216e-05
352.0,0.20193195627867472,0.1549349694053896,0.9534538732202624,0.0016677861869147503,1.125578091961032,0.26328257749475564,4.025598116205925e-05
352.8,0.201931956329509,0.15493496944439294,0.9534538734602857,0.001667786187334601,1.1255780922443859,0.26328257756103446,4.0255981172193304e-05
353.7,0.20193195637643593,0.15493496948039817,0.9534538736818586,0.0016677861877221754,1.1255780925059586,0.26328257762221857,4.0255981181548383e-05
354.5,0.20193195641975328,0.15493496951363397,0.9534538738863882,0.0016677861880799408,1.125578092747411,0.2632825776786968,4.025598119018391e-05
355.3,0.20193195645973647,0.15493496954431146,0.9534538740751746,0.0016677861884101643,1.125578092970279,0.2632825777308276,4.025598119815471e-05
356.1,0.20193195649663984,0.1549349695726261,0.9534538742494197,0.0016677861887149574,1.1255780931759796,0.2632825777789427,4.025598120551152e-05
356.9,0.2019319565306987,0.15493496959875813,0.9534538744102341,0.0016677861889962508,1.125578093365825,0.26328257782334935,4.0255981212301426e-05
357.7,0.2019319565621306,0.1549349696228747,0.9534538745586444,0.0016677861892558522,1.125578093541028,0.26328257786433085,4.025598121856739e-05
358.6,0.2019319565911363,0.1549349696451298,0.9534538746956003,0.0016677861894954164,1.1255780937027076,0.2632825779021492,4.0255981224349934e-05
359.4,0.20193195661790203,0.15493496966566592,0.9534538748219782,0.001667786189716479,1.1255780938518996,0.26328257793704635,4.0255981229685584e-05
360.2,0.20193195664259872,0.15493496968461481,0.9534538749385882,0.0016677861899204516,1.1255780939895605,0.2632825779692467,4.0255981234609034e-05
361.0,0.2019319566653856,0.15493496970209836,0.9534538750461803,0.0016677861901086492,1.1255780941165756,0.2632825779989568,4.025598123915163e-05
361.8,0.20193195668640898,0.15493496971822876,0.9534538751454456,0.0016677861902822848,1.1255780942337608,0.2632825780263677,4.025598124334277e-05
362.6,0.20193195670580413,0.15493496973311008,0.953453875237023,0.0016677861904424729,1.1255780943418703,0.26328257805165545,4.025598124720921e-05
363.4,0.2019319567236964,0.15493496974683804,0.953453875321504,0.0016677861905902475,1.1255780944416018,0.2632825780749838,4.025598125077615e-05
364.3,0.20193195674020117,0.15493496975950177,0.9534538753994342,0.0016677861907265653,1.1255780945336005,0.26328257809650285,4.025598125406646e-05
365.1,0.20193195675542527,0.15493496977118268,0.9534538754713171,0.0016677861908523009,1.1255780946184601,0.26328257811635236,4.025598125710147e-05
365.9,0.20193195676946737,0.15493496978195656,0.953453875537619,0.0016677861909682767,1.125578094696731,0.26328257813466055,4.0255981259900774e-05
366.7,0.2019319567824185,0.1549349697918935,0.9534538755987695,0.0016677861910752393,1.125578094768921,0.2632825781515465,4.0255981262482666e-05
367.5,0.20193195679436246,0.1549349698010577,0.9534538756551652,0.001667786191173885,1.1255780948354979,0.26328257816711903,4.0255981264863743e-05
368.3,0.20193195680537743,0.15493496980950902,0.9534538757071742,0.0016677861912648576,1.1255780948968954,0.2632825781814807,4.025598126705952e-05
369.1,0.20193195681553486,0.15493496981730248,0.9534538757551342,0.0016677861913487533,1.125578094953514,0.263282578194724,4.025598126908453e-05
370.0,0.20193195682490123,0.15493496982448896,0.9534538757993586,0.0016677861914261083,1.1255780950057217,0.26328257820693607,4.0255981270951796e-05
370.8,0.2019319568335375,0.15493496983111532,0.9534538758401364,0.0016677861914974384,1.1255780950538605,0.26328257821819623,4.025598127267344e-05
371.6,0.20193195684150023,0.1549349698372248,0.9534538758777338,0.0016677861915632003,1.125578095098245,0.263282578228578,4.0255981274260876e-05
372.4,0.20193195684884152,0.15493496984285743,0.9534538759123972,0.001667786191623834,1.1255780951391658,0.26328257823815004,4.0255981275724264e-05
373.2,0.20193195685560963,0.15493496984805027,0.9534538759443535,0.001667786191679737,1.1255780951768912,0.26328257824697415,4.025598127707353e-05
374.0,0.20193195686184898,0.1549349698528374,0.9534538759738128,0.0016677861917312692,1.125578095211669,0.2632825782551091,4.0255981278317256e-05
374.9,0.2019319568676003,0.15493496985725028,0.9534538760009692,0.0016677861917787698,1.1255780952437273,0.26328257826260787,4.0255981279463834e-05
375.7,0.2019319568729017,0.15493496986131772,0.9534538760260006,0.0016677861918225525,1.125578095273278,0.26328257826951995,4.025598128052076e-05
376.5,0.20193195687778817,0.1549349698650669,0.9534538760490732,0.0016677861918629124,1.1255780953005154,0.26328257827589124,4.0255981281494944e-05
377.3,0.20193195688229193,0.15493496986852234,0.953453876070338,0.0016677861919001072,1.1255780953256196,0.2632825782817628,4.0255981282392806e-05
378.1,0.20193195688644244,0.15493496987170705,0.9534538760899368,0.001667786191934391,1.125578095348756,0.26328257828717505,4.025598128322021e-05
378.9,0.20193195689026758,0.15493496987464198,0.9534538761079986,0.0016677861919659834,1.125578095370078,0.2632825782921624,4.02559812839828e-05
379.7,0.2019319568937927,0.15493496987734667,0.9534538761246428,0.0016677861919951,1.1255780953897274,0.2632825782967584,4.025598128468547e-05
380.6,0.20193195689704105,0.15493496987983893,0.9534538761399802,0.001667786192021929,1.1255780954078336,0.26328257830099366,4.025598128533307e-05
381.4,0.20193195690003427,0.1549349698821354,0.9534538761541131,0.0016677861920466506,1.1255780954245178,0.26328257830489626,4.02559812859297e-05
382.2,0.20193195690279192,0.1549349698842514,0.9534538761671353,0.001667786192069428,1.12557809543989,0.2632825783084921,4.0255981286479475e-05
383.0,0.20193195690533294,0.15493496988620095,0.9534538761791324,0.0016677861920904114,1.1255780954540533,0.2632825783118046,4.025598128698604e-05
383.8,0.20193195690767388,0.15493496988799707,0.9534538761901853,0.0016677861921097453,1.125578095467102,0.26328257831485674,4.025598128745276e-05
384.6,0.2019319569098306,0.15493496988965183,0.9534538762003687,0.0016677861921275564,1.1255780954791232,0.26328257831766844,4.025598128788259e-05
385.4,0.20193195691181726,0.15493496989117614,0.9534538762097491,0.001667786192143964,1.125578095490197,0.2632825783202588,4.025598128827883e-05
386.3,0.2019319569136472,0.15493496989258038,0.9534538762183904,0.001667786192159079,1.125578095500398,0.2632825783226451,4.0255981288643624e-05
387.1,0.20193195691533308,0.1549349698938738,0.9534538762263499,0.0016677861921730003,1.1255780955097947,0.2632825783248433,4.0255981288979686e-05
387.9,0.20193195691688579,0.15493496989506506,0.9534538762336812,0.0016677861921858249,1.1255780955184493,0.26328257832686786,4.025598128928924e-05
388.7,0.20193195691831575,0.15493496989616232,0.9534538762404332,0.0016677861921976331,1.1255780955264203,0.26328257832873225,4.0255981289574175e-05
389.5,0.20193195691963295,0.15493496989717281,0.9534538762466519,0.0016677861922085118,1.125578095533761,0.26328257833044955,4.0255981289836796e-05
390.3,0.20193195692084573,0.15493496989810351,0.953453876252379,0.0016677861922185276,1.1255780955405221,0.26328257833203095,4.025598129007869e-05
391.1,0.20193195692196286,0.15493496989896072,0.9534538762576534,0.0016677861922277536,1.1255780955467485,0.2632825783334874,4.0255981290301376e-05
392.0,0.20193195692299154,0.15493496989974992,0.9534538762625103,0.0016677861922362487,1.1255780955524826,0.2632825783348287,4.025598129050646e-05
392.8,0.2019319569239387,0.1549349699004767,0.9534538762669824,0.001667786192244071,1.1255780955577617,0.2632825783360637,4.025598129069532e-05
393.6,0.20193195692481083,0.15493496990114583,0.9534538762711001,0.0016677861922512732,1.1255780955626224,0.2632825783372008,4.025598129086919e-05
394.4,0.20193195692561391,0.15493496990176195,0.9534538762748916,0.001667786192257904,1.1255780955670986,0.26328257833824736,4.025598129102915e-05
395.2,0.20193195692635318,0.1549349699023292,0.9534538762783821,0.0016677861922640088,1.1255780955712191,0.2632825783392114,4.025598129117668e-05
396.0,0.2019319569270338,0.15493496990285147,0.9534538762815958,0.001667786192269633,1.1255780955750134,0.2632825783400991,4.025598129131236e-05
396.9,0.20193195692766044,0.15493496990333208,0.9534538762845541,0.0016677861922748092,1.1255780955785062,0.26328257834091584,4.0255981291437166e-05
397.7,0.20193195692823743,0.15493496990377464,0.9534538762872774,0.0016677861922795726,1.1255780955817212,0.26328257834166785,4.025598129155227e-05
398.5,0.2019319569287683,0.15493496990418207,0.9534538762897846,0.0016677861922839588,1.1255780955846808,0.2632825783423604,4.025598129165814e-05
399.3,0.2019319569292571,0.15493496990455716,0.9534538762920924,0.0016677861922879953,1.1255780955874053,0.2632825783429978,4.0255981291755617e-05
400.1,0.2019319569297069,0.15493496990490213,0.9534538762942162,0.0016677861922917098,1.1255780955899126,0.2632825783435843,4.0255981291845355e-05
400.9,0.20193195693012084,0.15493496990521977,0.953453876296171,0.0016677861922951274,1.1255780955922203,0.2632825783441241,4.025598129192785e-05
401.7,0.2019319569305019,0.15493496990551217,0.9534538762979702,0.0016677861922982738,1.1255780955943442,0.2632825783446208,4.025598129200375e-05
402.6,0.20193195693085256,0.1549349699057812,0.9534538762996256,0.0016677861923011714,1.1255780955962986,0.26328257834507796,4.025598129207364e-05
403.4,0.20193195693117516,0.1549349699060287,0.9534538763011488,0.0016677861923038368,1.1255780955980972,0.2632825783454985,4.0255981292137866e-05
404.2,0.20193195693147226,0.15493496990625663,0.953453876302551,0.0016677861923062893,1.1255780955997527,0.26328257834588564,4.0255981292197056e-05
405.0,0.20193195693174543,0.15493496990646632,0.9534538763038409,0.0016677861923085455,1.125578095601275,0.263282578346242,4.025598129225156e-05
405.8,0.20193195693199673,0.15493496990665925,0.9534538763050281,0.0016677861923106209,1.1255780956026769,0.26328257834656976,4.0255981292301614e-05
406.6,0.20193195693222807,0.15493496990683683,0.9534538763061201,0.0016677861923125293,1.125578095603966,0.26328257834687124,4.025598129234772e-05
407.4,0.20193195693244098,0.1549349699070002,0.9534538763071255,0.0016677861923142909,1.125578095605153,0.26328257834714924,4.02559812923902e-05
408.3,0.2019319569326367,0.15493496990715047,0.9534538763080502,0.0016677861923159094,1.1255780956062449,0.2632825783474046,4.02559812924293e-05
409.1,0.20193195693281688,0.15493496990728872,0.9534538763089007,0.0016677861923173965,1.1255780956072492,0.2632825783476394,4.025598129246512e-05
409.9,0.20193195693298246,0.15493496990741584,0.9534538763096831,0.0016677861923187643,1.1255780956081725,0.2632825783478554,4.025598129249805e-05
410.7,0.20193195693313498,0.15493496990753278,0.9534538763104033,0.0016677861923200228,1.125578095609023,0.26328257834805424,4.025598129252835e-05
411.5,0.20193195693327506,0.1549349699076405,0.9534538763110653,0.0016677861923211808,1.1255780956098045,0.2632825783482369,4.0255981292556334e-05
412.3,0.20193195693340407,0.15493496990773953,0.9534538763116744,0.0016677861923222483,1.1255780956105235,0.26328257834840524,4.0255981292582104e-05
413.1,0.20193195693352267,0.15493496990783048,0.9534538763122342,0.0016677861923232273,1.1255780956111847,0.26328257834855984,4.025598129260573e-05
414.0,0.20193195693363178,0.15493496990791422,0.9534538763127494,0.0016677861923241276,1.1255780956117931,0.2632825783487019,4.025598129262738e-05
414.8,0.2019319569337321,0.15493496990799108,0.9534538763132231,0.0016677861923249549,1.1255780956123524,0.2632825783488329,4.02559812926474e-05
415.6,0.2019319569338244,0.15493496990806188,0.9534538763136585,0.001667786192325717,1.1255780956128667,0.26328257834895336,4.025598129266583e-05
416.4,0.20193195693390925,0.1549349699081269,0.953453876314059,0.0016677861923264183,1.1255780956133394,0.2632825783490639,4.025598129268272e-05
417.2,0.20193195693398724,0.1549349699081867,0.9534538763144274,0.001667786192327061,1.125578095613774,0.26328257834916563,4.0255981292698195e-05
418.0,0.2019319569340591,0.1549349699082418,0.9534538763147662,0.0016677861923276528,1.125578095614174,0.26328257834925906,4.0255981292712594e-05
418.9,0.20193195693412502,0.1549349699082924,0.953453876315078,0.0016677861923281951,1.125578095614542,0.26328257834934515,4.0255981292725856e-05
419.7,0.20193195693418584,0.15493496990833894,0.9534538763153648,0.0016677861923286965,1.1255780956148806,0.2632825783494242,4.025598129273795e-05
420.5,0.20193195693424162,0.1549349699083818,0.9534538763156284,0.0016677861923291586,1.1255780956151913,0.2632825783494969,4.025598129274907e-05
421.3,0.20193195693429294,0.15493496990842118,0.9534538763158706,0.0016677861923295833,1.1255780956154775,0.26328257834956365,4.0255981292759195e-05
422.1,0.20193195693434013,0.15493496990845732,0.9534538763160931,0.0016677861923299739,1.1255780956157402,0.2632825783496254,4.025598129276849e-05
422.9,0.20193195693438343,0.1549349699084906,0.9534538763162979,0.0016677861923303301,1.1255780956159822,0.2632825783496818,4.025598129277722e-05
423.7,0.2019319569344234,0.15493496990852124,0.9534538763164863,0.001667786192330661,1.1255780956162047,0.2632825783497343,4.0255981292785216e-05
424.6,0.20193195693445992,0.15493496990854919,0.9534538763166588,0.0016677861923309646,1.1255780956164085,0.2632825783497819,4.025598129279245e-05
425.4,0.2019319569344936,0.15493496990857503,0.9534538763168177,0.0016677861923312426,1.1255780956165964,0.26328257834982605,4.025598129279912e-05
426.2,0.2019319569345246,0.15493496990859873,0.9534538763169643,0.0016677861923315002,1.1255780956167694,0.2632825783498664,4.0255981292805375e-05
427.0,0.20193195693455313,0.1549349699086206,0.953453876317099,0.001667786192331737,1.1255780956169283,0.2632825783499034,4.025598129281098e-05
427.8,0.2019319569345792,0.15493496990864064,0.9534538763172223,0.001667786192331957,1.125578095617074,0.26328257834993757,4.025598129281616e-05
428.6,0.2019319569346032,0.15493496990865904,0.953453876317336,0.001667786192332155,1.1255780956172081,0.26328257834996893,4.025598129282111e-05
429.4,0.2019319569346253,0.15493496990867583,0.95345387631744,0.0016677861923323357,1.1255780956173311,0.2632825783499977,4.025598129282539e-05
430.3,0.2019319569346455,0.15493496990869138,0.9534538763175358,0.0016677861923325011,1.1255780956174442,0.263282578350024,4.02559812928295e-05
431.1,0.20193195693466423,0.15493496990870576,0.9534538763176243,0.0016677861923326564,1.1255780956175485,0.26328257835004854,4.0255981292833205e-05
431.9,0.20193195693468136,0.1549349699087189,0.953453876317705,0.0016677861923327997,1.125578095617644,0.263282578350071,4.02559812928365e-05
432.7,0.2019319569346971,0.15493496990873096,0.9534538763177797,0.001667786192332931,1.125578095617732,0.2632825783500916,4.025598129283971e-05
433.5,0.20193195693471158,0.1549349699087421,0.9534538763178478,0.001667786192333052,1.1255780956178125,0.2632825783501102,4.025598129284267e-05
434.3,0.20193195693472507,0.1549349699087524,0.9534538763179113,0.0016677861923331627,1.125578095617887,0.2632825783501275,4.025598129284531e-05
435.2,0.20193195693473726,0.15493496990876177,0.9534538763179686,0.0016677861923332618,1.1255780956179544,0.26328257835014357,4.0255981292847774e-05
436.0,0.20193195693474844,0.15493496990877045,0.953453876318022,0.0016677861923333572,1.125578095618017,0.2632825783501583,4.025598129285e-05
436.8,0.20193195693475888,0.15493496990877845,0.953453876318071,0.001667786192333444,1.1255780956180745,0.2632825783501716,4.025598129285205e-05
437.6,0.20193195693476823,0.15493496990878555,0.9534538763181154,0.0016677861923335194,1.125578095618127,0.2632825783501838,4.025598129285387e-05
438.4,0.20193195693477695,0.15493496990879232,0.9534538763181566,0.0016677861923335912,1.1255780956181756,0.26328257835019536,4.025598129285568e-05
439.2,0.20193195693478497,0.15493496990879851,0.9534538763181942,0.0016677861923336558,1.1255780956182202,0.26328257835020574,4.025598129285716e-05
440.0,0.2019319569347922,0.15493496990880407,0.9534538763182288,0.0016677861923337152,1.125578095618261,0.2632825783502152,4.0255981292858806e-05
440.9,0.20193195693479893,0.1549349699088093,0.9534538763182607,0.0016677861923337714,1.1255780956182988,0.2632825783502238,4.02559812928602e-05
441.7,0.20193195693480498,0.154934969908814,0.9534538763182899,0.0016677861923338228,1.125578095618333,0.2632825783502318,4.025598129286144e-05
442.5,0.2019319569348107,0.15493496990881842,0.9534538763183167,0.0016677861923338707,1.1255780956183647,0.26328257835023927,4.0255981292862675e-05
443.3,0.20193195693481603,0.15493496990882247,0.9534538763183416,0.0016677861923339132,1.125578095618394,0.2632825783502458,4.0255981292863664e-05
444.1,0.20193195693482083,0.15493496990882621,0.9534538763183642,0.0016677861923339542,1.1255780956184211,0.2632825783502521,4.0255981292864654e-05
444.9,0.2019319569348252,0.15493496990882963,0.9534538763183851,0.00166778619233399,1.1255780956184456,0.2632825783502578,4.025598129286557e-05
445.7,0.20193195693482924,0.15493496990883274,0.9534538763184041,0.0016677861923340255,1.1255780956184682,0.26328257835026303,4.025598129286646e-05
446.6,0.20193195693483298,0.15493496990883565,0.9534538763184214,0.0016677861923340548,1.1255780956184884,0.2632825783502679,4.025598129286721e-05
447.4,0.20193195693483648,0.15493496990883826,0.9534538763184376,0.0016677861923340856,1.1255780956185075,0.2632825783502724,4.0255981292867784e-05
448.2,0.2019319569348397,0.15493496990884076,0.9534538763184526,0.001667786192334113,1.1255780956185255,0.26328257835027624,4.025598129286853e-05
449.0,0.2019319569348425,0.15493496990884287,0.9534538763184659,0.001667786192334135,1.1255780956185413,0.2632825783502802,4.02559812928691e-05
449.8,0.20193195693484514,0.1549349699088449,0.9534538763184786,0.0016677861923341572,1.125578095618556,0.2632825783502835,4.0255981292869594e-05
450.6,0.2019319569348477,0.15493496990884675,0.9534538763184902,0.0016677861923341793,1.1255780956185695,0.26328257835028646,4.025598129287001e-05
451.4,0.20193195693484994,0.1549349699088485,0.9534538763185009,0.0016677861923341981,1.1255780956185817,0.26328257835028923,4.02559812928705e-05
452.3,0.201931956934852,0.15493496990884992,0.9534538763185102,0.001667786192334215,1.1255780956185926,0.2632825783502921,4.025598129287083e-05
453.1,0.20193195693485408,0.15493496990885136,0.9534538763185195,0.001667786192334232,1.1255780956186034,0.26328257835029456,4.025598129287124e-05
453.9,0.20193195693485583,0.15493496990885267,0.9534538763185277,0.0016677861923342458,1.1255780956186134,0.2632825783502969,4.025598129287157e-05
454.7,0.2019319569348573,0.15493496990885383,0.9534538763185351,0.0016677861923342597,1.125578095618622,0.263282578350299,4.0255981292871816e-05
455.5,0.2019319569348588,0.15493496990885489,0.9534538763185421,0.0016677861923342714,1.12557809561863,0.26328257835030106,4.025598129287206e-05
456.3,0.2019319569348602,0.15493496990885589,0.9534538763185484,0.0016677861923342816,1.1255780956186379,0.2632825783503027,4.0255981292872304e-05
457.2,0.20193195693486157,0.15493496990885686,0.9534538763185543,0.0016677861923342918,1.1255780956186447,0.26328257835030416,4.0255981292872555e-05
458.0,0.20193195693486268,0.15493496990885766,0.9534538763185589,0.0016677861923343005,1.1255780956186505,0.26328257835030544,4.0255981292872724e-05
458.8,0.20193195693486382,0.15493496990885852,0.9534538763185642,0.001667786192334309,1.1255780956186563,0.26328257835030683,4.025598129287289e-05
459.6,0.20193195693486474,0.1549349699088592,0.9534538763185686,0.0016677861923343157,1.1255780956186618,0.2632825783503085,4.025598129287313e-05
460.4,0.20193195693486551,0.15493496990885985,0.9534538763185724,0.0016677861923343226,1.125578095618666,0.2632825783503095,4.025598129287322e-05
461.2,0.2019319569348663,0.1549349699088604,0.9534538763185758,0.001667786192334331,1.1255780956186707,0.2632825783503104,4.0255981292873375e-05
462.0,0.20193195693486707,0.15493496990886088,0.9534538763185789,0.0016677861923343345,1.1255780956186745,0.2632825783503111,4.025598129287346e-05
462.9,0.20193195693486773,0.15493496990886133,0.9534538763185818,0.0016677861923343413,1.125578095618678,0.263282578350312,4.0255981292873544e-05
463.7,0.20193195693486826,0.15493496990886185,0.9534538763185849,0.001667786192334343,1.1255780956186816,0.26328257835031266,4.025598129287371e-05
464.5,0.2019319569348689,0.1549349699088622,0.9534538763185874,0.0016677861923343482,1.1255780956186847,0.2632825783503135,4.0255981292873795e-05
465.3,0.20193195693486926,0.1549349699088626,0.9534538763185897,0.0016677861923343517,1.1255780956186876,0.263282578350314,4.025598129287396e-05
466.1,0.20193195693486957,0.15493496990886282,0.9534538763185915,0.0016677861923343532,1.1255780956186894,0.2632825783503144,4.025598129287396e-05
466.9,0.20193195693487007,0.15493496990886327,0.9534538763185937,0.0016677861923343567,1.1255780956186925,0.26328257835031493,4.0255981292874046e-05
467.7,0.20193195693487037,0.15493496990886352,0.9534538763185951,0.0016677861923343584,1.1255780956186943,0.2632825783503156,4.025598129287421e-05
468.6,0.2019319569348707,0.15493496990886382,0.9534538763185969,0.0016677861923343619,1.1255780956186965,0.26328257835031615,4.02559812928742e-05
469.4,0.20193195693487132,0.15493496990886413,0.9534538763185988,0.0016677861923343651,1.1255780956186987,0.26328257835031654,4.025598129287428e-05
470.2,0.2019319569348715,0.15493496990886438,0.9534538763186002,0.0016677861923343651,1.1255780956187,0.263282578350317,4.025598129287437e-05
471.0,0.20193195693487193,0.15493496990886457,0.9534538763186015,0.0016677861923343686,1.125578095618702,0.2632825783503175,4.025598129287437e-05
471.8,0.2019319569348721,0.15493496990886474,0.9534538763186027,0.0016677861923343703,1.1255780956187034,0.26328257835031776,4.025598129287445e-05
472.6,0.20193195693487237,0.15493496990886493,0.953453876318604,0.0016677861923343753,1.1255780956187047,0.2632825783503181,4.025598129287453e-05
473.5,0.2019319569348725,0.154934969908865,0.9534538763186047,0.0016677861923343786,1.1255780956187054,0.2632825783503184,4.025598129287445e-05
474.3,0.2019319569348726,0.15493496990886507,0.9534538763186056,0.0016677861923343788,1.1255780956187065,0.26328257835031843,4.025598129287461e-05
475.1,0.20193195693487276,0.15493496990886527,0.9534538763186063,0.0016677861923343805,1.1255780956187074,0.2632825783503187,4.025598129287453e-05
475.9,0.201931956934873,0.15493496990886543,0.9534538763186072,0.0016677861923343822,1.125578095618708,0.2632825783503189,4.025598129287453e-05
476.7,0.20193195693487315,0.15493496990886543,0.9534538763186079,0.0016677861923343838,1.1255780956187087,0.2632825783503189,4.025598129287462e-05
477.5,0.2019319569348733,0.15493496990886552,0.9534538763186087,0.001667786192334384,1.1255780956187094,0.2632825783503191,4.0255981292874696e-05
478.3,0.20193195693487348,0.1549349699088656,0.9534538763186092,0.0016677861923343855,1.12557809561871,0.26328257835031915,4.025598129287478e-05
479.2,0.2019319569348736,0.15493496990886563,0.9534538763186096,0.001667786192334386,1.1255780956187105,0.26328257835031915,4.025598129287478e-05
480.0,0.20193195693487362,0.15493496990886582,0.9534538763186104,0.0016677861923343857,1.1255780956187114,0.2632825783503194,4.0255981292874696e-05
480.8,0.20193195693487373,0.15493496990886593,0.953453876318611,0.0016677861923343872,1.125578095618712,0.2632825783503195,4.025598129287478e-05
481.6,0.2019319569348739,0.15493496990886596,0.9534538763186117,0.0016677861923343892,1.1255780956187125,0.26328257835031943,4.025598129287478e-05
482.4,0.20193195693487404,0.15493496990886604,0.9534538763186121,0.0016677861923343892,1.1255780956187127,0.26328257835031926,4.025598129287478e-05
483.2,0.20193195693487415,0.1549349699088661,0.9534538763186124,0.0016677861923343894,1.1255780956187134,0.26328257835031965,4.025598129287478e-05
484.0,0.20193195693487426,0.1549349699088661,0.953453876318613,0.0016677861923343942,1.1255780956187138,0.26328257835031976,4.025598129287478e-05
484.9,0.2019319569348744,0.15493496990886613,0.9534538763186129,0.0016677861923343942,1.1255780956187136,0.26328257835031976,4.025598129287486e-05
485.7,0.20193195693487445,0.15493496990886618,0.9534538763186134,0.001667786192334396,1.125578095618714,0.26328257835031993,4.025598129287478e-05
486.5,0.2019319569348744,0.15493496990886618,0.9534538763186136,0.0016677861923343942,1.1255780956187147,0.26328257835031993,4.025598129287495e-05
487.3,0.2019319569348744,0.15493496990886638,0.9534538763186141,0.001667786192334396,1.125578095618715,0.26328257835032015,4.025598129287486e-05
488.1,0.20193195693487448,0.15493496990886643,0.9534538763186139,0.001667786192334396,1.1255780956187154,0.26328257835032015,4.025598129287486e-05
488.9,0.20193195693487462,0.15493496990886643,0.9534538763186142,0.0016677861923343976,1.125578095618716,0.2632825783503202,4.025598129287495e-05
489.7,0.20193195693487478,0.15493496990886652,0.9534538763186147,0.0016677861923343994,1.1255780956187165,0.2632825783503203,4.0255981292875035e-05
490.6,0.20193195693487487,0.1549349699088665,0.9534538763186152,0.001667786192334401,1.125578095618717,0.2632825783503203,4.025598129287511e-05
491.4,0.20193195693487492,0.15493496990886652,0.9534538763186154,0.001667786192334401,1.1255780956187171,0.2632825783503203,4.025598129287511e-05
492.2,0.20193195693487492,0.15493496990886643,0.9534538763186154,0.001667786192334401,1.1255780956187176,0.2632825783503201,4.025598129287511e-05
493.0,0.20193195693487492,0.1549349699088665,0.9534538763186153,0.001667786192334401,1.1255780956187176,0.2632825783503203,4.025598129287511e-05
493.8,0.201931956934875,0.15493496990886657,0.953453876318616,0.0016677861923344026,1.125578095618718,0.2632825783503205,4.025598129287519e-05
494.6,0.2019319569348752,0.1549349699088666,0.9534538763186166,0.0016677861923344026,1.1255780956187187,0.2632825783503205,4.0255981292875184e-05
495.5,0.20193195693487523,0.15493496990886668,0.9534538763186164,0.0016677861923344026,1.125578095618719,0.26328257835032065,4.025598129287519e-05
