,sim,state,soln,dist_x,time,step,pH,pe,reaction,temp(C),Alk(eq/kgw),mu,mass_H2O,charge(eq),Li(mol/kgw),Na(mol/kgw),Mg(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mn(mol/kgw),Fe(mol/kgw),Co(mol/kgw),Cu(mol/kgw),S(6)(mol/kgw),Cl(mol/kgw),F(mol/kgw),N(5)(mol/kgw),Ba(mol/kgw),B(mol/kgw),Sr(mol/kgw),Si(mol/kgw),C(4)(mol/kgw),Calcite,d_Calcite,Dolomite,d_Dolomite,Siderite,d_Siderite,Gypsum,d_Gypsum,Anhydrite,d_Anhydrite,Fluorite,d_Fluorite,Halite,d_Halite,Melanterite,d_Melanterite,si_Calcite,si_Dolomite,si_Siderite,si_Gypsum,si_Anhydrite,si_Fluorite,si_Halite,si_Melanterite
15,1,transp,1,0.042333333333333334,203.82277127353643,45,11.40498625489359,4.000000257031653,43.944199597821026,25.0,0.004023518486137813,0.06429970403648758,12.643925231904817,-0.006697337480440824,0.0,0.031864799711156355,0.004126472110214375,0.006518394847255561,0.0009086744438896082,0.0,0.00018338110922210566,0.0,0.0,0.00472360279098252,0.04126704895707854,3.850431317045304e-05,0.0,0.0,0.0,0.0,0.00045221057097591687,3.482785890979218e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5156923390857724,-1.0969563738693928,-14.34111611076683,-0.865503692515631,-1.0842549828952013,-1.1337234880723859,-4.657488949084775,-19.476134356925385
16,1,transp,2,0.127,203.82277127353643,45,11.430318622014699,6.7282454460736405,43.57799793450585,25.0,0.004290686922441163,0.0684645038030153,11.856625250808532,-0.006697337480015331,0.0,0.03398067633537561,0.004400476841387457,0.0069512272959212995,0.0009690119646737004,0.0,0.00019555792520223482,0.0,0.0,0.005037258009852235,0.044007250842242336,4.1061064724114806e-05,0.0,0.0,0.0,0.0,0.000482238118144951,3.7140487679040577e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48451661439546534,-1.0342448004260785,-17.13271723042651,-0.8302513977289259,-1.048913011685606,-1.0681218488652,-4.60613950303989,-22.263883097545907
17,1,transp,3,0.21166666666666667,203.82277127353643,45,11.457112762260987,6.691353157157551,43.21179627119068,25.0,0.004593122215393909,0.0731723263151931,11.075922765005057,-0.006697337479959459,0.0,0.03637585360838276,0.004710650836069022,0.0074411946371964605,0.0010373141789131062,0.0,0.00020934210928903648,0.0,0.0,0.005392316449078615,0.04710916576661201,4.3955313445416346e-05,0.0,0.0,0.0,0.0,0.0005162293715667498,3.975838883907767e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4516237994451995,-0.9680541803133931,-17.162843150800615,-0.7931165292292395,-1.0116766532035673,-0.9989615724187573,-4.551798157249464,-22.290020689326468
18,1,transp,4,0.29633333333333334,203.82277127353643,45,11.485563379264269,6.638138791395357,42.8455946078755,25.0,0.0049382611755461195,0.07853683768936684,10.301817805801502,-0.006697337479784904,0.0,0.03910922835877746,0.005064621197616654,0.00800034504926129,0.001115260621500909,0.0,0.00022507261122819495,0.0,0.0,0.005797508909625906,0.05064906906633805,4.725822820889281e-05,0.0,0.0,0.0,0.0,0.0005550201679243215,4.274593594487743e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4167754707673694,-0.8978993381457414,-17.180783895196136,-0.7538481011459179,-0.9722924328921163,-0.9257810687889663,-4.494061218609471,-22.303830814886815
19,1,transp,5,0.381,203.82277127353643,45,11.515907428668067,6.553675168426438,42.479392944560324,25.0,0.005335788837578059,0.0847058802032883,9.534310381561314,-0.006697337479783988,0.0,0.042257502530731995,0.005472320780971154,0.008644368998142384,0.0012050385679604736,0.0,0.0002431908487511649,0.0,0.0,0.006264205603163579,0.05472629489427484,5.106249297007698e-05,0.0,0.0,0.0,0.0,0.0005996990259053649,4.618696333761394e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37967977196750446,-0.8231860072156394,-17.172187730167387,-0.7121399647660489,-0.9304509613814353,-0.8480203997107676,-4.43243633761406,-22.29095555010509
20,1,transp,6,0.4656666666666667,203.82277127353643,45,11.548437375868588,4.9265625464362435,42.11319128124515,25.0,0.005798557456638402,0.09187537883842467,8.773400503205668,-0.006697337479837709,0.0,0.04592246129997036,0.005946930704254738,0.00939408807917783,0.0013095505812699504,0.0,0.0002642825929468916,0.0,0.0,0.006807495051964939,0.059472661867448845,5.549110138709867e-05,0.0,0.0,0.0,0.0,0.0006517104338747851,5.019272104148655e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3399741251265649,-0.7431754383725799,-15.626362169574652,-0.6676132131204948,-0.885769031762651,-0.7649908716561491,-4.3663143849167385,-20.740696829640818
21,1,transp,7,0.5503333333333333,203.82277127353643,45,11.583520125115133,4.923132657414687,41.74698961792998,25.0,0.006343996441076129,0.1003106462540462,8.019088185243874,-0.006697337479838111,0.0,0.05024213922712328,0.006506326358805475,0.010277739211382784,0.0014327329321341873,0.0,0.00028914222918952716,0.0,0.0,0.007447839347173962,0.0650669339832167,6.071084961116469e-05,0.0,0.0,0.0,0.0,0.0007130133147834311,5.491407924069845e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2972003311520268,-0.6569333933635697,-15.710521977722284,-0.6197909255577585,-0.8377638926792956,-0.6758317925234785,-4.2949291817924715,-20.8202652730018
22,1,transp,8,0.635,203.82277127353643,45,11.621624815704713,4.935827515722194,41.3807879546148,25.0,0.006996349077150509,0.11038012769537243,7.271373447332502,-0.006697337479837362,0.0,0.05540853430178377,0.0071753713670665705,0.011334598295353979,0.0015800607425687702,0.0,0.00031887470100981565,0.0,0.0,0.008213700059158342,0.07175776149226253,6.695374131988881e-05,0.0,0.0,0.0,0.0,0.0007863324157280031,6.056088952551061e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25076765677570023,-0.5632544722292572,-15.818232099000166,-0.5680608605109665,-0.7858151931071173,-0.5794472527704926,-4.217298185526817,-20.923224589922675
23,1,transp,9,0.7196666666666667,203.82277127353643,45,11.66336501160914,6.511620405907108,41.01458629129963,25.0,0.007790362956786262,0.12261097943397282,6.530256316699904,-0.0066973374797826835,0.0,0.06169683478537893,0.007989702440901093,0.012620958976796506,0.0017593814348918985,0.0,0.00035506370983007934,0.0,0.0,0.009145870792505026,0.07990153161684051,7.455230441536927e-05,0.0,0.0,0.0,0.0,0.0008755730818528053,6.743392949469204e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1998962209541908,-0.4605459584594662,-17.497925216767293,-0.51161844845962,-0.7291067410976684,-0.4744106549451317,-4.13213216864731,-22.59801183135523
24,1,transp,10,0.8043333333333333,203.82277127353643,45,11.709565315846683,6.490307050878382,40.648384627984456,25.0,0.008777670274252965,0.13778496562896395,5.795736832033941,-0.006697337479784002,0.0,0.06951594883514062,0.00900227293704376,0.014220469194787803,0.001982355662732073,0.0,0.00040006251166080896,0.0,0.0,0.010304967641796387,0.09002780779674573,8.400064926035493e-05,0.0,0.0,0.0,0.0,0.0009865383495156184,7.598013105230172e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14352658350380132,-0.3466421514471687,-17.59134406177298,-0.4493760960846753,-0.6665336738222543,-0.35881485673084157,-4.0376921262335275,-22.68638474868753
25,1,transp,11,0.889,203.82277127353643,45,11.76137171745995,4.933639672335314,40.282182964669275,25.0,0.01003846162643602,0.15711351550714925,5.067815049931439,-0.006697337479838916,0.0,0.07950095674526507,0.010295325365897806,0.01626304359360187,0.0022670937308263616,0.0,0.0004575259773893901,0.0,0.0,0.01178513420991558,0.10295906153124434,9.606618474358021e-05,0.0,0.0,0.0,0.0,0.001128240985941019,8.689363029213501e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08016810996348944,-0.21849265054464695,-16.162923326408517,-0.3798116496055659,-0.5965470152917032,-0.2300256605694564,-3.931551421315546,-21.252813570512878
26,1,transp,12,0.9736666666666667,203.82277127353643,45,11.820445586796627,6.423114112328981,39.9159813013541,25.0,0.011704758150029249,0.18258056082763263,4.346491123905295,-0.006697337479783919,0.0,0.09269457444919647,0.012003890804306612,0.018962163957278226,0.0026433303097060743,0.0,0.0005334549106051046,0.0,0.0,0.013740941557661519,0.12004567976341735,0.00011200889245014134,0.0,0.0,0.0,0.0,0.0013154787357219776,1.0310922635632602e-05,6.210183738717073e-05,1.9055211836890165e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,-0.05635190881885066,-17.790380637566965,-0.3006976655856253,-0.5168752752685162,-0.08424991675011562,-3.8101763088364287,-22.882719397622992
