                 sim	               state	                soln	              dist_x	                time	                step	                  pH	                  pe	            reaction	                temp	                 Alk	                  mu	            mass_H2O	              charge	                  Li	                  Na	                  Mg	                  Ca	                   K	                  Mn	                  Fe	                  Co	                  Cu	           Aragonite	         d_Aragonite	            Artinite	          d_Artinite	             Brucite	           d_Brucite	             Calcite	           d_Calcite	            Dolomite	          d_Dolomite	          Gaylussite	        d_Gaylussite	             Huntite	           d_Huntite	           Magnesite	         d_Magnesite	              Natron	            d_Natron	        Nesquehonite	      d_Nesquehonite	          Pirssonite	        d_Pirssonite	         Portlandite	       d_Portlandite	        si_Aragonite	         si_Artinite	          si_Brucite	          si_Calcite	         si_Dolomite	       si_Gaylussite	          si_Huntite	        si_Magnesite	           si_Natron	     si_Nesquehonite	       si_Pirssonite	      si_Portlandite	
                   1	              transp	                   8	               0.635	                   0	                   0	  7.000000000000e+00	  4.000000000000e+00	  8.344617703448e+00	  2.500000000000e+01	  1.216292778575e-09	  1.006453974338e-07	  1.737815355638e+01	 -2.113692267559e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	
                   1	              transp	                   9	            0.719667	                   0	                   0	  7.000000000000e+00	  4.000000000000e+00	  8.262880575454e+00	  2.500000000000e+01	  1.216292778575e-09	  1.006453974338e-07	  1.737815355638e+01	 -2.113692267559e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	
                   1	              transp	                  10	            0.804333	                   0	                   0	  7.000000000000e+00	  4.000000000000e+00	  8.181143447459e+00	  2.500000000000e+01	  1.216292778575e-09	  1.006453974338e-07	  1.737815355638e+01	 -2.113692267559e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	
                   1	              transp	                  11	               0.889	                   0	                   0	  7.000000000000e+00	  4.000000000000e+00	  8.099406319465e+00	  2.500000000000e+01	  1.216292778575e-09	  1.006453974338e-07	  1.737815355638e+01	 -2.113692267559e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	
                   1	              transp	                  12	            0.973667	                   0	                   0	  7.000000000000e+00	  4.000000000000e+00	  8.017669191470e+00	  2.500000000000e+01	  1.216292778575e-09	  1.006453974338e-07	  1.737815355638e+01	 -2.113692267559e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	
                   1	              transp	                   1	           0.0423333	             201.263	                  51	  1.266486107250e+01	  4.000000000000e+00	  8.916777599411e+00	  2.000000000000e+01	  4.298766511341e-02	  6.047303089024e-02	  1.727105710851e+01	  3.785860513972e-13	  5.807388286628e-06	  7.057219090308e-03	  9.278849339963e-08	  1.730691775264e-02	  9.536450674370e-04	  1.650868883458e-06	  1.768353736797e-04	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.277399447940e-01	  2.504710708433e-03	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.366392806740e+01	  2.679753379747e-01	 -9.999990000000e+02	 -9.999990000000e+02	  0.000000000000e+00	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	  0.000000000000e+00	
                   1	              transp	                   2	               0.127	             201.263	                  51	  1.266522174687e+01	  4.000000000000e+00	  8.835040471416e+00	  2.000000000000e+01	  4.301809144008e-02	  6.048126951845e-02	  1.711139416530e+01	  7.941425295144e-13	  5.861575847109e-06	  7.123068568146e-03	  9.269637578589e-08	  1.728306462233e-02	  9.625433358526e-04	  1.666272805680e-06	  1.784853886322e-04	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  6.987743354577e-07	  1.634037744399e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.552893318717e-01	  3.161532759185e-03	 -9.999990000000e+02	 -9.999990000000e+02	  3.552713678801e-15	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	  0.000000000000e+00	
                   1	              transp	                   3	            0.211667	             201.263	                  51	  1.266558601699e+01	  4.000000000000e+00	  8.753303343421e+00	  2.000000000000e+01	  4.304885563341e-02	  6.048966513856e-02	  1.695320379381e+01	  1.217137501897e-12	  5.916270220638e-06	  7.189533932257e-03	  9.260346293999e-08	  1.725901504054e-02	  9.715248292466e-04	  1.681820799877e-06	  1.801508360771e-04	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  6.500305437535e-07	  1.618807597516e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.507097725044e-01	  3.131830676579e-03	 -9.999990000000e+02	 -9.999990000000e+02	  0.000000000000e+00	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	  0.000000000000e+00	
                   1	              transp	                   4	            0.296333	             201.263	                  51	  1.266595388807e+01	  4.000000000000e+00	  8.671566215427e+00	  2.000000000005e+01	  4.307995918544e-02	  6.049822003513e-02	  1.679648599842e+01	  1.639355318162e-12	  5.971471339852e-06	  7.256615100777e-03	  9.250975696732e-08	  1.723476980186e-02	  9.805895365567e-04	  1.697512846897e-06	  1.818317139629e-04	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  6.046246092578e-07	  1.603577234234e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.461920027779e-01	  3.102128311771e-03	 -9.999990000000e+02	 -9.999990000000e+02	  0.000000000000e+00	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -3.552713678801e-15	
                   1	              transp	                   5	               0.381	             201.263	                  51	  1.266632536352e+01	  4.000000000000e+00	  8.589829087432e+00	  2.000000000060e+01	  4.311140345122e-02	  6.050693647363e-02	  1.664124077913e+01	  2.155720046915e-12	  6.027178867315e-06	  7.324311663652e-03	  9.241526045689e-08	  1.721032982710e-02	  9.897374023720e-04	  1.713348850818e-06	  1.835280120148e-04	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  5.616222357832e-07	  1.588346679545e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.417342219631e-01	  3.072425784318e-03	 -9.999990000000e+02	 -9.999990000000e+02	  0.000000000000e+00	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -3.552713678801e-15	
                   1	              transp	                   6	            0.465667	             201.263	                  51	  1.266670044474e+01	  4.000000000000e+00	  8.508091959438e+00	  2.000000000582e+01	  4.314318963964e-02	  6.051581669642e-02	  1.648746813593e+01	  2.483346861482e-12	  6.083392181443e-06	  7.392622865522e-03	  9.231997651436e-08	  1.718569616882e-02	  9.989683246207e-04	  1.729328634943e-06	  1.852397113056e-04	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  5.200750408487e-07	  1.573115944419e-08	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.373358916661e-01	  3.042723218822e-03	 -9.999990000000e+02	 -9.999990000000e+02	  0.000000000000e+00	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	 -9.999990000000e+02	  0.000000000000e+00	
